taxon_oid	Domain	Sequencing Status	Study Name	Genome Name / Sample Name	Sequencing Center	IMG Genome ID 	Phylum	Class	Order	Family	Genus	Species	Assembly Method	Release Date	Biotic Relationships	Cell Shape	Energy Source	Oxygen Requirement	Sequencing Method	Sporulation	Genome Size   * assembled	Gene Count   * assembled	CRISPR Count   * assembled	GC Count   * assembled	CDS Count   * assembled	RNA Count   * assembled	16S rRNA Count   * assembled	23S rRNA Count   * assembled	Pseudo Genes Count 	Unchar Count 	w/ Func Pred Count   * assembled	w/o function prediction  * assembled	Paralogs Count
643348568	Bacteria	Finished	Pseudomonas aeruginosa LESB58	Pseudomonas aeruginosa LESB58	Wellcome Trust Sanger Institute	643348568	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa	Phrap, Gap4	4/1/2009	Free living	Rod-shaped	Heterotroph	Aerobe		Nonsporulating	6601757	6026	1	4376792	5925	101	4	4	0	0	4380	1545	862
2571042731	Bacteria	Finished	Helicobacter pylori sequencing project - Okinawa Institute of Advanced Sciences	Helicobacter pylori Oki673	Okinawa Institute of Science and Technology	2571042731	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Helicobacter pylori		5/26/2014							1595058	1480	0	619206	1437	43	2	2	107	0	1173	264	87
639633034	Bacteria	Finished	Lactic Acid Bacteria	Leuconostoc mesenteroides mesenteroides ATCC 8293	DOE Joint Genome Institute (JGI), Fidelity Systems Inc	639633034	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Leuconostoc	Leuconostoc mesenteroides	JAZZ v. 2.9.3	3/1/2007	Free living	Coccus-shaped		Facultative			2075763	2119	1	781911	2005	114	4	4	0	0	1606	399	200
2507262031	Bacteria	Finished	Halorespiring Firmicutes (reseq) - Exploring genomic plasticity of closely related dedicated degraders with diverging ecophysiological features and bioremediating capacity	Desulfitobacterium dehalogenans JW/IU-DC1, ATCC 51507	DOE Joint Genome Institute (JGI)	2507262031	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Desulfitobacterium	Desulfitobacterium dehalogenans	Newbler v. 2.3	12/10/2011	Free living	Rod-shaped		Anaerobe	Sanger	Sporulating	4321753	4139	4	1943456	4029	110	6	6	113	0	3106	923	546
2597490150	Bacteria	Finished	Corynebacterium sp. 6931 Genome sequencing	Corynebacterium sp. 6931	Los Alamos National Laboratory	2597490150	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium sp. ATCC 6931	Newbler v. 2.6; Velvet v. 1.2.08; Allpaths v. 44837; Phrap v. SPS - 4.24	12/8/2014					Illumina		2471920	2185	1	1449218	2111	74	5	5	0	0	1683	428	77
637000241	Bacteria	Finished	Rhodospirillum rubrum ATCC 11170	Rhodospirillum rubrum S1, ATCC 11170	DOE Joint Genome Institute (JGI)	637000241	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Rhodospirillum	Rhodospirillum rubrum	Phrap v. 4.24 SPS	12/1/2006	Free living	Spiral-shaped	Photoautotroph, Photolithotroph	Facultative	Sanger	Nonsporulating	4406557	3933	13	2880951	3850	83	4	4	9	0	2973	877	2498
651053011	Bacteria	Finished	Brucella melitensis M5-90	Brucella melitensis M5-90	Chinese National Human Genome Center at Shanghai	651053011	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	Brucella melitensis		12/1/2011	Free living	Rod-shaped		Aerobe		Nonsporulating	3312229	3424	0	1895237	3360	64	3	3	0	0	2444	916	263
650716087	Bacteria	Finished	Streptococcus gallolyticus gallolyticus ATCC BAA-2069	Streptococcus gallolyticus gallolyticus ATCC BAA-2069	Ruhr University Bochum	650716087	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus gallolyticus		12/1/2011	Free living	Coccus-shaped		Aerobe		Nonsporulating	2377209	2430	2	894889	2329	101	7	7	0	0	1756	573	287
2558309070	Bacteria	Finished	Spiribacter curvatus UAH-SP71	Spiribacter curvatus UAH-SP71	University Miguel Hernandez	2558309070	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Spiribacter	Spiribacter curvatus		2/26/2014							1926631	1910	0	1230297	1862	48	1	1	2	0	1645	217	66
2512564076	Bacteria	Finished	Complete genome sequence of 23 Rickettsia strains	Rickettsia prowazekii GvV257	Los Alamos National Laboratory	2512564076	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia	Rickettsia prowazekii		4/5/2012						Nonsporulating	1111969	865	0	322327	829	36	1	1	0	0	727	102	12
648231710	Bacteria	Finished	Genome sequencing of Helicobacter pylori, Washington University Medical School	Helicobacter pylori Sat464	Washington University in St. Louis	648231710	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Helicobacter pylori		1/1/2011	Free living	Spiral-shaped		Aerobe		Nonsporulating	1567570	1550	0	612788	1508	42	2	2	0	0	1062	446	95
651324102	Bacteria	Finished	Streptococcus parauberis NCFD 2020	Streptococcus parauberis NCFD 2020	J. Craig Venter Institute (JCVI)	651324102	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus parauberis	Celera Assembler v. 6.1	12/1/2011					454, Illumina		2164480	2222	0	768080	2146	76	5	5	0	0	1754	392	156
2554235388	Bacteria	Finished	Treponema pedis T A4	Treponema pedis T A4	Swedish University of Agricultural Sciences	2554235388	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	Treponema pedis		1/1/2014							2889325	2829	1	1066119	2778	51	2	2	13	0	1828	950	310
2558309054	Bacteria	Finished	Bacillus amyloliquefaciens CC178	Bacillus amyloliquefaciens CC178	National Academy of Agricultural Science, RDA, Korea	2558309054	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus amyloliquefaciens		2/26/2014							3916828	4063	0	1819924	3950	113	9	9	11	0	3144	806	339
646862344	Bacteria	Finished	Staphylococcus aureus aureus TW20 0582	Staphylococcus aureus aureus TW20 0582	Wellcome Trust Sanger Institute	646862344	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus	Phrap	8/1/2010	Free living	Coccus-shaped		Facultative	Sanger	Nonsporulating	3075806	2916	0	1008208	2808	108	5	5	61	0	2375	433	302
646311950	Bacteria	Finished	Robiginitalea biformata HTCC2501	Robiginitalea biformata HTCC2501	J. Craig Venter Institute (JCVI)	646311950	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Robiginitalea	Robiginitalea biformata		4/1/2010	Free living	Rod-shaped	Chemoheterotroph	Aerobe	Sanger		3530383	3255	0	1952065	3209	46	2	2	0	0	1902	1307	129
2585427632	Bacteria	Finished	Rhizobium etli bv. mimosae IE4771	Rhizobium etli bv. mimosae IE4771	National Autonomous University of Mexico	2585427632	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	Rhizobium etli	Velvet v. 1.1.06; Newbler v. 2.5.3; phred_Phrap/Consed23; Sspace_Bassic 2.0	8/18/2014	Symbiotic			Aerobe	454 GS FLX Titanium, Illumina GAIIx		7057405	6865	0	4313470	6743	122	3	3	29	0	5396	1347	1041
640427119	Bacteria	Finished	Legionella pneumophila Corby	Legionella pneumophila Corby	Leibniz Institute	640427119	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	Legionella pneumophila		9/1/2007	Free living	Rod-shaped	Chemoorganotroph	Aerobe	Sanger	Nonsporulating	3576470	3266	0	1376173	3206	60	3	3	0	0	2087	1119	1356
2511231197	Bacteria	Finished	Staphylococcus aureus aureus LGA251	Staphylococcus aureus aureus LGA251	Wellcome Trust Sanger Institute	2511231197	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus		2/28/2012							2753827	2547	2	907627	2433	114	2	2	42	0	2194	239	196
641228501	Bacteria	Finished	Prochlorococcus marinus sequencing - JCVI	Prochlorococcus marinus MIT9211	J. Craig Venter Institute (JCVI)	641228501	Cyanobacteria	unclassified	Synechococcales	Prochloraceae	Prochlorococcus	Prochlorococcus marinus	Celera Assembler	3/1/2008	Free living	Oval-shaped	Photosynthetic		Sanger		1688963	1901	0	641929	1856	45	1	1	1	0	1223	633	511
2563366604	Bacteria	Finished	Salmonella enterica enterica sv Typhimurium SL1344	Salmonella enterica enterica sv. Typhimurium SL1344	Wellcome Trust Sanger Institute	2563366604	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica		4/14/2014	Free living	Rod-shaped	Chemoorganotroph	Facultative		Nonsporulating	5067450	4895	2	2644262	4672	223	7	7	72	0	4096	576	571
2513237217	Bacteria	Finished	Genome sequencing of Helicobacter pylori, Washington University Medical School	Helicobacter pylori HUP-B14	Washington University	2513237217	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Helicobacter pylori		5/22/2012							1607584	1543	0	627635	1501	42	2	2	0	0	1179	322	117
646564515	Bacteria	Finished	CSP_777420	Burkholderia sp. CCGE1002	DOE Joint Genome Institute (JGI)	646564515	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia sp. CCGE1002		8/1/2010	Free living	Rod-shaped		Facultative		Nonsporulating	7884858	7358	0	4988495	7261	97	7	7	372	0	5246	2015	1510
2512564004	Bacteria	Finished	JAM1	Methylophaga nitratireducenticrescens JAM1	Laval University	2512564004	Proteobacteria	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	Methylophaga	Methylophaga nitratireducenticrescens	Newbler v. 2.5.3, Consed v. 20	5/6/2012		Rod-shaped	Methylotroph	Facultative	454		3137192	3075	1	1403849	3022	53	3	3	21	0	2409	613	239
650377968	Bacteria	Finished	Human Microbiome Project (HMP) Reference Genomes	Ruminococcus sp. SR1/5	Wellcome Trust Sanger Institute	650377968	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	Ruminococcus sp. SR1/5		7/1/2011	Free living	Coccus-shaped		Anaerobe		Nonsporulating	3545606	3313	3	1551613	3260	53	1	1	0	0	2232	1028	290
2561511217	Bacteria	Finished	Vibrio campbellii ATCC BAA-1116 Genome sequencing	Vibrio campbellii ATCC BAA-1116	Naval Medical Research Center	2561511217	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio campbellii		3/23/2014	Free living	Rod-shaped	Heterotroph	Facultative		Nonsporulating	6031829	5554	1	2739473	5428	126	10	10	120	0	4390	1038	1039
2519103111	Bacteria	Finished	Lactococcus lactis cremoris	Lactococcus lactis cremoris UC509.9	University College Cork	2519103111	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus lactis				Coccus-shaped		Facultative	454, Illumina, Sanger	Nonsporulating	2457347	2188	0	878245	2109	79	6	6	188	0	1822	287	341
646564561	Bacteria	Finished	Human Microbiome Project (HMP) Reference Genomes	Cutibacterium acnes SK137	J. Craig Venter Institute (JCVI)	646564561	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Cutibacterium	Cutibacterium acnes	Newbler v. 1.1.03.24-64-7	8/1/2010	Free living	Rod-shaped		Anaerobe	454 GS FLX	Nonsporulating	2495334	2408	0	1499794	2352	56	3	3	0	0	1666	686	120
2565956558	Bacteria	Finished	Beta proteobacterium CB Genome	beta proteobacterium CB	Nankai University	2565956558	Proteobacteria	Betaproteobacteria	unclassified	unclassified	unclassified	beta proteobacterium CB	Newbler v. 2.3	4/28/2014					Sanger		2045720	2151	0	942850	2112	39	1	1	1	0	1715	397	130
644736381	Bacteria	Finished	Lactobacillus plantarum JDM1	Lactobacillus plantarum JDM1	Shanghai Jiao Tong University	644736381	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus plantarum	Phred-Phrap-Consed	12/1/2009	Free living	Rod-shaped	Heterotroph	Microaerophilic	Sanger, 454 GS20		3197759	3026	0	1428148	2948	78	5	5	0	0	2331	617	328
651053070	Bacteria	Finished	Human Microbiome Project (HMP) Reference Genomes	Staphylococcus aureus aureus TCH60	Baylor College of Medicine	651053070	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus	Newbler v. 1.1.03.24	12/1/2011	Free living	Coccus-shaped	Heterotroph	Facultative	Illumina, 454 GS FLX	Nonsporulating	2827166	2789	0	928283	2700	89	6	6	0	0	2041	659	288
2554235418	Bacteria	Finished	WHOLE GENOME ASSEMBLY AND ANNOTATION OF MASTITIS CAUSING BACTERIA	Streptococcus agalactiae ILRI005	Global Bioinformatics Centre (SGBC), Swedish University for Agricultural Sciences (SLU)	2554235418	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus agalactiae		1/1/2014			Heterotroph		Illumina GAIIx		2109759	2256	2	747442	2155	101	7	7	0	0	1809	346	227
637000029	Bacteria	Finished	Baumannia cicadellinicola Hc	Baumannia cicadellinicola Hc	J. Craig Venter Institute (JCVI)	637000029	Proteobacteria	Gammaproteobacteria	unclassified	unclassified	unclassified	Candidatus Baumannia cicadellinicola	TIGR Assembler	12/1/2006	Free living						686194	655	0	228055	604	51	2	2	9	0	574	30	138
2511231158	Bacteria	Finished	Buchnera aphidicola Ua	Buchnera aphidicola Ua	Yale University	2511231158	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Buchnera	Buchnera aphidicola		2/28/2012	Symbiotic						627953	575	0	151842	538	37	1	1	15	0	528	10	4
639633060	Bacteria	Finished	Solibacter usitatus Ellin6076	Candidatus Solibacter usitatus Ellin6076	DOE Joint Genome Institute (JGI)	639633060	Acidobacteria	Solibacteres	Solibacterales	Solibacteraceae	Candidatus Solibacter	Candidatus Solibacter usitatus	parallel Phrap v. 4.24 SPS	3/1/2007	Free living	Rod-shaped	Chemoorganotroph, Heterotroph, Oligotroph	Aerobe		Nonsporulating	9965640	8003	0	6168976	7940	63	2	2	114	0	4990	2950	1537
2565956549	Bacteria	Finished	Comamonadaceae sp. CR	Candidatus Symbiobacter mobilis CR (contamination screened)	Ludwig-Maximilians-University, Pennsylvania State University, University of Copenhagen	2565956549	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Candidatus Symbiobacter	Candidatus Symbiobacter mobilis		4/28/2014							2991840	2676	3	1767847	2626	50	2	2	0	0	2057	569	402
2529292870	Bacteria	Finished	Genome sequences of six Escherichia coli isolates from the stepwise model of emergence of Escherichia coli - FDA	Escherichia coli O55:H7 3256-97 TW 07815	U.S. Food and Drug Administration	2529292870	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	Newbler v. 2.3	8/14/2013	Free living	Rod-shaped	Heterotroph	Facultative	454 GS FLX Titanium	Nonsporulating	5083624	4995	0	2570790	4879	116	9	9	0	0	4175	704	856
637000314	Bacteria	Finished	Synechococcus sp. WH8102	Synechococcus sp. WH8102	DOE Joint Genome Institute (JGI)	637000314	Cyanobacteria	unclassified	Chroococcales	unclassified	Synechococcus	sp.	Phrap v. 4.24 SPS	12/1/2006	Free living	Coccus-shaped	Photoautotroph, Photosynthetic		Sanger		2434428	2588	0	1446357	2528	60	2	2	9	0	1473	1055	1103
2588253761	Bacteria	Finished	Corynebacterium pseudotuberculosis project- Oslo University Hospital , Norway	Corynebacterium pseudotuberculosis Ft_2193/67	Oslo University Hospital	2588253761	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium pseudotuberculosis	HGAP v. 3	9/12/2014		Rod-shaped	Chemoorganotroph	Facultative	PacBio RS	Nonsporulating	2338300	2303	0	1220276	2242	61	4	4	2	0	1700	542	90
646862327	Bacteria	Finished	Human Microbiome Project (HMP) Reference Genomes	Escherichia coli O150:H5 SE15	University of Tokyo	646862327	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	Phred-Phrap-Consed	8/1/2010	Free living	Rod-shaped			454, Sanger	Nonsporulating	4839683	4594	0	2455948	4488	106	7	7	0	0	3020	1468	531
649633080	Bacteria	Finished	A Genomic Encyclopedia of Bacteria and Archaea (GEBA)	Paludibacter propionicigenes WB4, DSM 17365	DOE Joint Genome Institute (JGI)	649633080	Bacteroidetes	Bacteroidia	Bacteroidales	Paludibacteraceae	Paludibacter	Paludibacter propionicigenes	Newbler v. 2.3 PreRelease-10/21/2009-gcc-4.1.2-threads, Velvet v. 1.1.04, Phrap v. 4.24 SPS	7/1/2011	Free living	Rod-shaped		Anaerobe	454 GS FLX Titanium, Illumina GAIIx	Nonsporulating	3685504	3118	2	1432064	3054	64	3	3	34	0	2089	965	204
637000251	Bacteria	Finished	Salmonella enterica enterica sv Choleraesuis SC-B67	Salmonella enterica enterica sv. Choleraesuis SC-B67	Chang Gung University	637000251	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica	Phred-Phrap-Consed	12/1/2006	Free living	Rod-shaped	Chemoorganotroph	Facultative		Nonsporulating	4944000	4996	2	2577430	4782	214	7	7	120	0	4221	561	2665
637000239	Bacteria	Finished	Rhodopseudomonas palustris CGA009	Rhodopseudomonas palustris CGA009	DOE Joint Genome Institute (JGI), Institute of Molecular Genetics of the ASCR, v. v. i.	637000239	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Rhodopseudomonas	Rhodopseudomonas palustris	Phred-Phrap v. 4.24 SPS-Consed v. 20.0	12/1/2006	Free living	Rod-shaped	Phototroph	Facultative	Sanger		5467640	4918	0	3555665	4838	80	2	2	18	0	3554	1284	3188
640427122	Bacteria	Finished	Mycobacteria, 5 strains	Mycolicibacterium gilvum PYR-GCK	DOE Joint Genome Institute (JGI)	640427122	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycolicibacterium	Mycolicibacterium gilvum		9/1/2007	Free living	Rod-shaped	Chemoorganotroph	Aerobe	Sanger	Nonsporulating	5982829	5683	0	4053014	5614	69	2	2	36	0	3993	1621	1223
2561511061	Bacteria	Finished	Bifidobacterium breve S27	Bifidobacterium breve S27	Eurofins MWG Operon	2561511061	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium breve	Newbler 2.6	3/23/2014	Free living	Rod-shaped		Anaerobe	454 GS FLX Titanium	Nonsporulating	2294458	1809	4	1347877	1748	61	3	3	89	0	1475	273	134
640753030	Bacteria	Finished	Janthinobacterium sp. Marseille	Janthinobacterium sp. Marseille	Centre National de la Recherche Scientifique (CNRS)	640753030	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Janthinobacterium	Janthinobacterium sp. Marseille	Phred-Phrap-Consed	12/1/2007	Free living	Rod-shaped	Heterotroph		Sanger		4110251	3763	0	2229161	3697	66	2	2	0	0	2661	1036	2005
2563366589	Bacteria	Finished	Candidatus Sulcia muelleri str. Sulcia-ALF Genome sequencing	Candidatus Sulcia muelleri Sulcia-ALF	Yale University	2563366589	Bacteroidetes	Flavobacteriia	Flavobacteriales	unclassified	Candidatus Sulcia	Candidatus Sulcia muelleri		4/14/2014							190733	222	0	45771	188	34	1	1	0	0	184	4	111
2519103094	Bacteria	Finished	Streptococcus pyogenes HKU QMH11M0907901	Streptococcus pyogenes HKU QMH11M0907901	University of Hong Kong	2519103094	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus pyogenes	Newbler v. 2.5.3				Heterotroph		454 GS FLX Titanium		1908100	1950	2	733734	1865	85	6	6	0	0	1617	248	217
2537561513	Bacteria	Finished	Agrobacterium tumefaciens F2	Agrobacterium tumefaciens F2	Harbin Institute of Technology	2537561513	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Agrobacterium	Agrobacterium tumefaciens	Newbler v. 2.3	9/6/2013		Rod-shaped			454 GS FLX Titanium		5465705	5364	0	3250686	5321	43	4	4	0	0	4153	1168	729
2521172683	Bacteria	Finished	Alteromonas macleodii strains, University Miguel Hernandez, Spain	Alteromonas macleodii English Channel 673	University Miguel Hernandez	2521172683	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas	Alteromonas macleodii		2/1/2013	Free living	Rod-shaped	Heterotroph	Aerobe		Nonsporulating	4601785	3979	0	2062180	3888	91	5	5	0	0	3168	720	187
2597489944	Bacteria	Finished	Complete Genome Sequence of Burkholderia sp. Strain RPE64, Bacterial Symbiont of the Stinkbug Riptortus pedertris	Burkholderia insecticola RPE64	National Institute for Basic Biology	2597489944	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia insecticola	ALLPATHS-LG v. R42721	12/8/2014					Illumina HiSeq 2000, PacBio RS, Sanger		6964487	6399	1	4398255	6310	89	5	5	0	0	5209	1101	1135
637000089	Bacteria	Finished	Dehalococcoides ethenogenes 195	Dehalococcoides mccartyi 195	J. Craig Venter Institute (JCVI)	637000089	Chloroflexi	Dehalococcoidia	Dehalococcoidales	Dehalococcoidaceae	Dehalococcoides	Dehalococcoides mccartyi		12/1/2006	Free living		Chemolithotroph	Anaerobe		Nonsporulating	1469720	1647	0	717962	1590	57	1	1	10	0	1094	496	747
637000019	Bacteria	Finished	Bacillus clausii KSM-K16	Bacillus clausii KSM-K16	Kao Corporation, Japan	637000019	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus clausii		12/1/2006	Free living	Rod-shaped				Sporulating	4303871	4261	7	1926125	4105	156	7	7	9	0	2981	1124	2658
641522620	Bacteria	Finished	Corynebacterium urealyticum DSM 7109	Corynebacterium urealyticum DSM 7109	Bielefeld University	641522620	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium urealyticum	Consed, BACCardI	8/1/2008	Free living	Rod-shaped	Chemoorganotroph	Anaerobe	Sanger	Nonsporulating	2369219	2084	1	1520689	2024	60	3	3	0	0	1437	587	137
639633062	Bacteria	Finished	Lactic Acid Bacteria	Streptococcus thermophilus LMD-9	DOE Joint Genome Institute (JGI), Fidelity Systems Inc	639633062	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus thermophilus	JAZZ v. 2.9.3	3/1/2007	Free living	Coccus-shaped		Facultative		Nonsporulating	1864178	1820	3	728315	1716	104	6	6	0	0	1318	398	120
2554235371	Bacteria	Finished	Spiroplasma chrysopicola DF-1	Spiroplasma chrysopicola DF-1	Academia Sinica	2554235371	Tenericutes	Mollicutes	Entomoplasmatales	Spiroplasmataceae	Spiroplasma	Spiroplasma chrysopicola		1/1/2014							1123322	1045	0	323505	1009	36	1	1	6	0	669	340	108
2511231094	Bacteria	Finished	Pseudogulbenkiania sp. NH8B	Pseudogulbenkiania sp. NH8B	Hokkaido University	2511231094	Proteobacteria	Betaproteobacteria	Neisseriales	Chromobacteriaceae	Pseudogulbenkiania	Pseudogulbenkiania sp. NH8B	Phrap v. 1.080730, Newbler v. 2.3	2/28/2012					454, Sanger		4332995	4124	1	2788567	4012	112	8	8	0	0	3306	706	531
650377934	Bacteria	Finished	Escherichia coli W, ATCC 9739	Escherichia coli W, ATCC 9637	Korea Research Institute of Bioscience and Biotechnology	650377934	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli		7/1/2011	Free living	Rod-shaped	Heterotroph	Facultative	454, Sanger	Nonsporulating	5008864	4785	3	2545509	4606	179	7	7	94	0	4017	589	585
2504756059	Bacteria	Finished	Whole Genome Sequencing of Methanotrophic Bacteria from Diverse Environments	Methylomonas methanica MC09	DOE Joint Genome Institute (JGI)	2504756059	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylomonas	Methylomonas methanica	Newbler v. 2.3 PreRelease	7/30/2012	Free living			Aerobe	454, Illumina		5051681	4664	4	2592020	4594	70	3	3	0	0	3462	1132	551
2576861446	Bacteria	Finished	Streptococcus sp. VT 162	Streptococcus sp. VT 162	P. Pavlov Medical University	2576861446	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus sp. VT 162									2045418	1973	0	840898	1935	38	1	1	36	0	1610	325	149
640427129	Bacteria	Finished	Polynucleobacter	Polynucleobacter asymbioticus QLW-P1DMWA-1	DOE Joint Genome Institute (JGI)	640427129	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter	Polynucleobacter asymbioticus	Phrap v. 4.24 SPS	9/1/2007	Free living	Rod-shaped	Chemoorganotroph	Aerobe	Sanger	Nonsporulating	2159490	2136	0	968188	2088	48	1	1	11	0	1665	423	113
637000315	Bacteria	Finished	Synechocystis sp. PCC 6803	Synechocystis sp. PCC 6803	Kazusa DNA Research Institute	637000315	Cyanobacteria	unclassified	Synechococcales	Merismopediaceae	Synechocystis	Synechocystis sp. PCC 6803		12/1/2006	Free living	Coccus-shaped	Photoautotroph, Photosynthetic	Facultative			3947019	3628	4	1869553	3569	59	2	2	0	0	1971	1598	574
2508501074	Bacteria	Finished	Pseudomonas syringae pv. tomato DC3000	Pseudomonas syringae pv. tomato DC3000	J. Craig Venter Institute (JCVI)	2508501074	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas syringae group genomosp. 3	TIGR Assembler, TIGR editor	10/30/2013	Free living	Rod-shaped	Heterotroph	Aerobe	Sanger	Nonsporulating	6538260	5955	0	3814368	5853	102	5	5	0	0	4573	1280	1063
637000008	Bacteria	Finished	Anaplasma marginale St. Maries	Anaplasma marginale St. Maries	Amplicon Express Inc.	637000008	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Anaplasma	Anaplasma marginale	Phred-Phrap, Sequencher	12/1/2006	Symbiotic	Coccus-shaped		Aerobe			1197687	1006	0	596001	963	43	1	1	14	0	667	296	296
640612202	Bacteria	Finished	Algoriphagus machipongonensis PR1	Algoriphagus machipongonensis PR1	Broad Institute, J. Craig Venter Institute (JCVI)	640612202	Bacteroidetes	Cytophagia	Cytophagales	Cyclobacteriaceae	Algoriphagus	Algoriphagus machipongonensis	Newbler	9/1/2007	Symbiotic		Heterotroph	Aerobe	454, Sanger		4776234	4265	0	1847019	4215	50	2	2	0	0	2481	1734	2070
650377954	Bacteria	Finished	Lactobacillus delbrueckii bulgaricus 2038	Lactobacillus delbrueckii bulgaricus 2038	Chinese National Human Genome Center at Shanghai	650377954	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus delbrueckii		7/1/2011	Free living	Rod-shaped		Facultative			1872918	1907	1	930468	1792	115	9	9	0	0	1241	551	250
2513237236	Bacteria	Finished	Bifidobacterium animalis animalis ATCC 25527	Bifidobacterium animalis animalis ATCC 25527	Pennsylvania State University	2513237236	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium animalis		5/22/2012	Free living	Rod-shaped		Anaerobe	454	Nonsporulating	1932693	1597	2	1168785	1538	59	4	0	0	0	1268	270	78
2579779118	Bacteria	Finished	Salmonella enterica enterica serovar Paratyphi A str. ATCC 11511 genome sequencing	Salmonella enterica enterica sv. Paratyphi A ATCC 11511	U.S. Food and Drug Administration	2579779118	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica		6/30/2014					454		4447580	4197	2	2321318	4109	88	7	3	0	0	3586	523	415
